pair_id,repo_id,pdf_id,repo_url,pdf_url,component,manufacturer,Category,Component_Class,Component_Name,file_exists,file_size_bytes,gs_path,TBC 
A1Pair_815,AR1252,P1543,https://github.com/nrfconnect/sdk-nrf,https://www.ti.com/lit/ds/symlink/lp87524-q1.pdf,LP87524,Texas Instruments,Power,PMIC,Power Management IC,TRUE,39559814,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_815_mapping.txt,NA
A1Pair_827,AR1266,P864,https://github.com/nxp-auto-linux/linux,https://ww1.microchip.com/downloads/en/DeviceDoc/00002056A.pdf,KSZ84xx,Microchip Technology,Network,Ethernet,Automotive Ethernet,TRUE,1285605854,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_827_mapping.txt,NA
A1Pair_829,AR1268,P919,https://github.com/nxp-auto-linux/u-boot,https://www.nxp.com/docs/en/user-guide/UM11587.pdf,VR5510,NXP Semiconductors,Power,PMIC,Power Management IC,TRUE,106283429,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_829_mapping.txt,NA
A1Pair_830,AR1269,P567,https://github.com/nxp-auto-support/S32K1xx_cookbook,https://www.nxp.com/docs/en/application-note/AN12217.pdf,S32K1xx (FlexCAN),NXP Semiconductors,Network,CAN,CAN Controller,TRUE,160180280,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_830_mapping.txt,NA
A1Pair_831,AR1270,P572,https://github.com/nxp-auto-support/s32k144_cookbook,https://www.nxp.com.cn/docs/en/application-note/AN12323.pdf,S32K144 (FlexCAN),NXP Semiconductors,Network,CAN,CAN Controller,TRUE,59164085,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_831_mapping.txt,NA
A1Pair_835,AR1277,P751,https://github.com/nxp-mcuxpresso/legacy-mcux-sdk,https://www.nxp.com/docs/en/data-sheet/MC33912.pdf,MC33912BAC,NXP Semiconductors N.V.,Network,LIN,LIN Transceiver,TRUE,1163228530,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_835_mapping.txt,NA
A1Pair_837,AR1280,P73,https://github.com/nxp-mcuxpresso/mcuxsdk-core,https://www.nxp.com/docs/en/data-sheet/MMA68xx.pdf,MMA6852KW,NXP Semiconductors N.V.,Sensor,Accelerometer,Linear Acceleration Sensor,TRUE,30633207,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_837_mapping.txt,NA
A1Pair_838,AR1281,P27,https://github.com/nxp-mcuxpresso/mcuxsdk-examples,https://www.nxp.com/docs/en/user-manual/UM11911.pdf,FXLS8961AF,NXP Semiconductors N.V.,Sensor,Accelerometer,Linear Acceleration Sensor,TRUE,293777388,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_838_mapping.txt,NA
A1Pair_839,AR1282,P131,https://github.com/nxp-mcuxpresso/mcuxsdk-manifests,https://www.nxp.com/docs/en/data-sheet/MMA26XX.pdf,MMA2612KW,NXP Semiconductors N.V.,Sensor,Accelerometer,Linear Acceleration Sensor,TRUE,224998,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_839_mapping.txt,NA
A1Pair_840,AR1283,P927,https://github.com/nxp-qoriq/linux,https://www.nxp.com/docs/en/user-guide/KTVR500UG.pdf,MC34VR500,NXP Semiconductors,Power,PMIC,Power Management IC,TRUE,1432316370,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_840_mapping.txt,NA
A1Pair_841,AR1284,P926,https://github.com/nxp-qoriq/u-boot,https://www.nxp.com/docs/en/data-sheet/MC34VR500.pdf,MC34VR500,NXP Semiconductors,Power,PMIC,Power Management IC,TRUE,128142217,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_841_mapping.txt,NA
A1Pair_847,AR1291,P733,https://github.com/open-LIN/open-LIN-c,https://www.onsemi.com/pdf/datasheet/ncv7329-d.pdf,NCV7329,ON Semiconductor Corporation,Network,LIN,LIN Transceiver,TRUE,509284,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_847_mapping.txt,NA
A1Pair_862,AR1318,P600,https://github.com/pazi88/STM32_CAN,https://www.ti.com/lit/ds/symlink/tcan4550-q1.pdf,TCAN4550-Q1,Texas Instruments,Network,CAN,CAN Controller,TRUE,317989,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_862_mapping.txt,NA
A1Pair_883,AR1362,P1658,https://github.com/qualcomm-linux/qcom-manifest,https://www.diodes.com/assets/Datasheets/AP3125B.pdf,AP3125,Diodes Incorporated,Power,PMIC,Power Management IC,TRUE,15863,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_883_mapping.txt,NA
A1Pair_890,AR1376,P654,https://github.com/renesas-rcar/linux-bsp,https://www.st.com/resource/en/reference_manual/rm0316-stm32f303xbcde-stm32f303x68-stm32f328x8-stm32f358xc-stm32f398xe-advanced-arm-based-mcus-stmicroelectronics.pdf,STM32F3xx (with integrated CAN controller),STMicroelectronics,Network,CAN,CAN Controller,TRUE,721056872,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_890_mapping.txt,NA
A1Pair_891,AR1377,P652,https://github.com/renesas-rcar/meta-renesas,https://www.st.com/resource/en/datasheet/stm32l552cc.pdf,STM32L5xx (with integrated CAN FD interface),STMicroelectronics,Network,CAN,CAN Controller,TRUE,564151,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_891_mapping.txt,NA
A1Pair_892,AR1378,P879,https://github.com/renesas-rcar/meta-renesas-upstream-bsp,https://docs.rs-online.com/99eb/A700000009056932.pdf,LAN8671,Microchip Technology,Network,Ethernet,Automotive Ethernet,TRUE,21684,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_892_mapping.txt,NA
A1Pair_897,AR1386,P579,https://github.com/renesas/fsp,https://library.e.abb.com/public/00e2cddefc3e47b2a838a17bb3f96568/EN_FCAN-01_UM_F_A4.pdf,FCAN,Renesas Electronics,Network,CAN,CAN Controller,TRUE,163316546,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_897_mapping.txt,NA
A1Pair_899,AR1388,P1748,https://github.com/renesas/ra-fsp-examples,https://www.ti.com/lit/an/sloa170b/sloa170b.pdf,DRV8874,Texas Instruments,Actuator,Motor Driver,DC Motor Driver,TRUE,771330699,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_899_mapping.txt,NA
A1Pair_910,AR1405,P1518,https://github.com/rockchip-linux/kernel,https://www.diodes.com/assets/Datasheets/AP31251.pdf,AP3125,Diodes Incorporated,Power,PMIC,Power Management IC,TRUE,764278822,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_910_mapping.txt,NA
A1Pair_924,AR1430,P657,https://github.com/sandeepmistry/arduino-CAN,https://www.ti.com/lit/ug/sllu312a/sllu312a.pdf,TCAN4550,Texas Instruments,Network,CAN,CAN Controller,TRUE,72513,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_924_mapping.txt,NA
A1Pair_1006,AR1574,P3272,https://github.com/ticepd/msp430-examples,https://www.ti.com/lit/ds/symlink/msp430fr50431.pdf,MSP430FR50431,Texas Instruments Incorporated,Sensor,Ultrasonic,Distance Sensor,TRUE,542820,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_1006_mapping.txt,NA
A1Pair_1012,AR1588,P39,https://github.com/torvalds/linux,https://www.nxp.com/docs/en/application-note/AN4070.pdf,MMA8453Q,NXP Semiconductors N.V.,Sensor,Accelerometer,Linear Acceleration Sensor,TRUE,1464233266,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_1012_mapping.txt,NA
A1Pair_1020,AR1600,P920,https://github.com/u-boot/u-boot,https://www.nxp.com/docs/en/data-sheet/MC34704.pdf,MC34704,NXP Semiconductors,Power,PMIC,Power Management IC,TRUE,184180552,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_1020_mapping.txt,NA
A1Pair_1029,AR1619,P635,https://github.com/vell001/STM32CAN,https://www.ti.com/lit/an/sbva029/sbva029.pdf,TCAN4550,Texas Instruments,Network,CAN,CAN Controller,TRUE,43627,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_1029_mapping.txt,NA
A1Pair_1047,AR1659,P26,https://github.com/zephyrproject-rtos/zephyr,https://www.st.com/resource/en/datasheet/lis2de12.pdf,LIS2DE12,STMicroelectronics N.V.,Sensor,Accelerometer,Linear Acceleration Sensor,TRUE,124660969,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_1047_mapping.txt,NA
A1Pair_1139,AR274,P570,https://github.com/McNeight/CAN_Library,https://www.nxp.com/docs/en/application-note/AN14650.pdf,S32K3xx (FlexCAN),NXP Semiconductors,Network,CAN,CAN Controller,TRUE,276650,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_1139_mapping.txt,NA
A1Pair_1153,AR342,P221,https://github.com/PX4/PX4-GPSDrivers,https://www.theimagingsource.com/media/public/products/sony-imx542-aaqj/datasheet/sony-imx542-aaqj-datasheet.pdf,IMX542,Sony Corporation,Sensor,Camera,CMOS Image Sensor,TRUE,380851,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_1153_mapping.txt,NA
A1Pair_1167,AR397,P245,https://github.com/SENSING-Technology/nvidia-jetson-camera-drivers,https://www.ti.com/lit/ds/symlink/am2754-q1.pdf,AM275x-Q1,Texas Instruments,Sensor,ISP,Image Signal Processor,TRUE,17265924,gs://cpt-training-datasets/Automotive_v1/Cleaned_data/A1Pair_1167_mapping.txt,NA
A2Pair_4,A2R4,A2P4,https://github.com/STMicroelectronics/STM32CubeH7RS,https://www.st.com/resource/en/application_note/an5935-getting-started-with-stm32h7rx7sx-mcus-hardware-development-stmicroelectronics.pdf,STM32H7R7,STMicroelectronics N.V.,Compute,MCU,Real-time MCU,TRUE,31072684,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_4_mapping.txt,NA
A2Pair_5,A2R5,A2P5,https://github.com/STMicroelectronics/cmsis-device-h7,https://www.st.com/resource/en/application_note/an5557-stm32h745755-and-stm32h747757-lines-dual-core-architecture-stmicroelectronics.pdf,STM32H755,STMicroelectronics N.V.,Compute,MCU,Real-time MCU,TRUE,47479372,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_5_mapping.txt,NA
A2Pair_6,A2R6,A2P6,https://github.com/STMicroelectronics/stm32u5xx-hal-driver,https://www.st.com/resource/en/application_note/an5347-introduction-to-arm-trustzone-features-on-stm32l5-stm32u5-and-stm32u3-mcus-stmicroelectronics.pdf,STM32U5 series,STMicroelectronics,RTOS,FreeRTOS,FreeRTOS Kernel,TRUE,13576439,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_6_mapping.txt,NA
A2Pair_7,A2R7,A2P7,https://github.com/STMicroelectronics/meta-st-openstlinux,https://www.st.com/resource/en/user_manual/um2535-evaluation-boards-with-stm32mp157-mpus-stmicroelectronics.pdf,OpenSTLinux Distribution,STMicroelectronics International N.V.,Toolchain,Yocto,Yocto Build System,TRUE,157200,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_7_mapping.txt,NA
A2Pair_11,A2R11,A2P11,https://github.com/openbmc/openbmc,https://www.mouser.com/datasheet/2/308/NCP81111-D-968155.pdf,NCP81111,onsemi,Power,PMIC,Power Management IC,TRUE,8826596,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_11_mapping.txt,NA
A2Pair_37,A2R37,A2P37,https://github.com/adestotechnologies/Flash-Drivers,https://ww1.microchip.com/downloads/en/DeviceDoc/doc3347.pdf,AT25640A,Microchip Technology Inc.,Memory,EEPROM,Nonvolatile Memory,TRUE,200821,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_37_mapping.txt,NA
A2Pair_46,A2R46,A2P46,https://github.com/libdriver/w25qxx,https://www.ti.com/lit/an/sprads5/sprads5.pdf,W25Q512JV,Winbond Electronics,Memory,Flash,Internal Flash,TRUE,25694779,gs://cpt-training-datasets/Automotive_v2/Cleaned_data/A2Pair_46_mapping.txt,NA
